QuestionID,QuestionText,Subject,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,irt_a,irt_c,irt_b,difficulty
SC081,العنصر الذي يدخل في تركيب الهيموجلوبين هو:,SCIENCE,الصوديوم,الحديد,الكالسيوم,الكلور,B,1.0,0.25,2.079441541679836,Hard
SC082,العلاقة بين الحجم والضغط علاقة:,SCIENCE,طردية,عكسية,ثابتة,غير منتظمة,B,1.0,0.25,-1.2527629684953683,Easy
SC083,المادة التي تستقبل البروتونات تسمى:,SCIENCE,حمض,قاعدة,ملح,مذيب,B,1.0,0.25,4.304065093204168,Hard
SC084,الجزء المسؤول عن الإحساس بالحرارة هو:,SCIENCE,الأعصاب الحسية,الأعصاب الحركية,العضلات,الأوتار,A,1.0,0.25,-2.0794415416798353,Easy
SC085,أي مما يلي يعد قوة غير تلامسية؟,SCIENCE,الاحتكاك,الشد,الجاذبية,الدفع,C,1.0,0.25,-1.7491998548092587,Easy
SC086,عدد الأسنان الدائمة في الإنسان البالغ هو:,SCIENCE,28,30,32,34,C,1.0,0.25,-0.48550781578170094,Medium
SC087,العنصر الذي يستخدم في تعقيم الجروح هو:,SCIENCE,اليود,الكلور,الفلور,البروم,A,1.0,0.25,3.4657359027997274,Hard
SC088,الجهاز الذي ينقل الغذاء المهضوم إلى الخلايا هو:,SCIENCE,الهضمي,الدوري,العصبي,الإخراجي,B,1.0,0.25,-0.48550781578170094,Medium
SC089,أي مما يلي يسبب تمدد السوائل؟,SCIENCE,خفض الحرارة,زيادة الضغط,زيادة الحرارة,الاحتكاك,C,1.0,0.25,-0.22314355131420957,Medium
SC090,المركب الذي ينتج من اتحاد فلز ولافلز يسمى:,SCIENCE,مخلوط,محلول,مركب أيوني,مركب تساهمي,C,1.0,0.25,-0.8649974374866046,Medium
EN001,Choose the correct form: She ____ English very well.,ENGLISH,speak,speaks,speaking,spoken,B,1.0,0.25,-1.446918982936325,Easy
EN002,Choose the correct sentence:,ENGLISH,He don't like football.,He doesn't like football.,He didn't like football now.,He not likes football.,B,1.0,0.25,-1.01160091167848,Easy
EN003,Choose the correct plural: mouse →,ENGLISH,mouses,mice,mousees,mic,B,1.0,0.25,0.4989911661189879,Medium
EN004,Choose the correct form: They ____ finished the test.,ENGLISH,has,have,having,had,B,1.0,0.25,0.6931471805599453,Medium
EN005,Choose the correct comparative: tall →,ENGLISH,taller,more tall,tallest,most tall,A,1.0,0.25,-1.8718021769015918,Easy
EN006,Choose the correct sentence:,ENGLISH,I am agree with you.,I agree with you.,I agreeing with you.,I agrees with you.,B,1.0,0.25,-0.22314355131420957,Medium
EN007,Choose the correct question form:,ENGLISH,What you are doing?,What are you doing?,What doing you?,What you doing?,B,1.0,0.25,-1.139434283188365,Easy
EN008,Choose the correct form: She ____ play the piano.,ENGLISH,can,must,should,need,A,1.0,0.25,0.051293294387550266,Medium
EN009,Choose the correct negative: He was late.,ENGLISH,He wasn't late.,He didn't late.,He not was late.,He isn't late.,A,1.0,0.25,-0.6931471805599453,Medium
EN010,Choose the correct sentence:,ENGLISH,There is many students.,There are many students.,There be many students.,There were many student.,B,1.0,0.25,0.051293294387550266,Medium
EN011,Choose the correct form: He ____ TV every evening.,ENGLISH,watch,watches,watching,watched,B,1.0,0.25,-0.6931471805599453,Medium
EN012,Choose the correct word: I am very ____ in learning English.,ENGLISH,interest,interesting,interested,interests,C,1.0,0.25,0.9808292530117262,Medium
EN013,Choose the correct sentence:,ENGLISH,She didn't went to school.,She didn't go to school.,She doesn't went to school.,She not go to school.,B,1.0,0.25,0.13353139262452277,Medium
EN014,Choose the correct synonym of (happy):,ENGLISH,Sad,Angry,Glad,Hungry,C,1.0,0.25,-1.6094379124341003,Easy
EN015,Choose the correct form: We ____ already finished the exam.,ENGLISH,has,have,having,had,B,1.0,0.25,-4.304065093204168,Easy
EN016,Choose the correct antonym of (big):,ENGLISH,Large,Huge,Small,Wide,C,1.0,0.25,-4.304065093204168,Easy
EN017,Choose the correct sentence:,ENGLISH,He is good in math.,He is good at math.,He good at math.,He is good on math.,B,1.0,0.25,0.5389965007326872,Medium
EN018,Choose the correct form: She ____ to the music now.,ENGLISH,listen,listens,is listening,listened,C,1.0,0.25,-0.7827593392496321,Medium
EN019,Choose the correct word: This exercise is very ____.,ENGLISH,easy,easily,easier,easiest,A,1.0,0.25,0.5212969236332861,Medium
EN020,Choose the correct question form:,ENGLISH,Did you finished your homework?,Do you finished your homework?,Did you finish your homework?,Have you finish your homework?,C,1.0,0.25,-1.3545456628053103,Easy
EN021,Choose the correct form: They ____ to school by bus.,ENGLISH,go,goes,going,gone,A,1.0,0.25,-1.9810014688665831,Easy
EN022,Choose the correct word: This movie is very ____.,ENGLISH,bore,boring,bored,bores,B,1.0,0.25,-0.48550781578170094,Medium
EN023,Choose the correct sentence:,ENGLISH,He has finished his work.,He have finished his work.,He finishing his work.,He finished his work now.,A,1.0,0.25,-0.5306282510621704,Medium
EN024,Choose the correct synonym of (fast):,ENGLISH,Slow,Quick,Late,Weak,B,1.0,0.25,-1.8718021769015918,Easy
EN025,Choose the correct form: I ____ seen this film before.,ENGLISH,has,have,having,had,B,1.0,0.25,1.0498221244986778,Hard
EN026,Choose the correct antonym of (old):,ENGLISH,Ancient,Young,Big,Long,B,1.0,0.25,-0.6931471805599453,Medium
EN027,Choose the correct sentence:,ENGLISH,She is married with him.,She is married to him.,She married with him.,She married to him.,B,1.0,0.25,0.3364722366212129,Medium
EN028,Choose the correct form: Look! The baby ____.,ENGLISH,cry,cries,is crying,cried,C,1.0,0.25,0.8556661100577204,Medium
EN029,Choose the correct word: He speaks English very ____.,ENGLISH,good,well,better,best,B,1.0,0.25,0.1967102942460541,Medium
EN030,Choose the correct question form:,ENGLISH,Where did you went?,Where you did go?,Where did you go?,Where you go?,C,1.0,0.25,-0.3629054936893683,Medium
EN031,Choose the correct form: He ____ his homework before dinner.,ENGLISH,finish,finishes,has finished,is finish,C,1.0,0.25,0.22314355131420957,Medium
EN032,Choose the correct word: I felt very ____ after the long trip.,ENGLISH,tire,tired,tires,tiring,B,1.0,0.25,-1.8718021769015918,Easy
EN033,Choose the correct sentence:,ENGLISH,There is much cars.,There are many cars.,There is many cars.,There were much cars.,B,1.0,0.25,-1.139434283188365,Easy
EN034,Choose the correct synonym of (angry):,ENGLISH,Happy,Furious,Calm,Pleased,B,1.0,0.25,-1.01160091167848,Easy
EN035,Choose the correct form: She ____ be late today.,ENGLISH,must,can,should,might,D,1.0,0.25,0.3746934494414106,Medium
EN036,Choose the correct antonym of (early):,ENGLISH,Fast,Soon,Late,Quick,C,1.0,0.25,-0.48550781578170094,Medium
EN037,Choose the correct sentence:,ENGLISH,He apologized for be late.,He apologized to be late.,He apologized for being late.,He apologized being late.,C,1.0,0.25,0.9343092373768331,Medium
EN038,"Choose the correct form: If it rains, we ____ at home.",ENGLISH,stay,stays,will stay,stayed,C,1.0,0.25,-2.1690537003695236,Easy
EN039,Choose the correct word: This is the ____ movie I have ever seen.,ENGLISH,more interesting,most interesting,very interesting,much interesting,B,1.0,0.25,-1.178654996341646,Easy
EN040,"Choose the correct question tag: She is coming, ____?",ENGLISH,is she,isn't she,does she,doesn't she,B,1.0,0.25,4.0253516907351505,Hard
EN041,Choose the correct form: We ____ dinner when he arrived.,ENGLISH,eat,were eating,are eating,ate,B,1.0,0.25,-0.09531017980432514,Medium
EN042,Choose the correct word: She speaks very ____.,ENGLISH,confident,confidence,confidently,confidented,C,1.0,0.25,3.2580965380214817,Hard
EN043,Choose the correct sentence:,ENGLISH,I am used to wake up early.,I used to wake up early.,I use to wake up early.,I am use to wake up early.,B,1.0,0.25,-4.304065093204168,Easy
EN044,Choose the correct synonym of (smart):,ENGLISH,Stupid,Clever,Lazy,Weak,B,1.0,0.25,-0.916290731874155,Medium
EN045,Choose the correct form: He ____ play football yesterday.,ENGLISH,doesn't,didn't,isn't,wasn't,B,1.0,0.25,-1.2527629684953683,Easy
EN046,Choose the correct antonym of (clean):,ENGLISH,Pure,Dirty,Clear,Bright,B,1.0,0.25,-0.48550781578170094,Medium
EN047,Choose the correct sentence:,ENGLISH,She insisted to go.,She insisted going.,She insisted on going.,She insisted go.,C,1.0,0.25,0.9343092373768331,Medium
EN048,"Choose the correct form: By next year, I ____ my studies.",ENGLISH,finish,will finish,will have finished,finished,C,1.0,0.25,2.302585092994046,Hard
EN049,Choose the correct word: This bag is ____ than that one.,ENGLISH,heavy,heavier,heaviest,most heavy,B,1.0,0.25,-1.2527629684953683,Easy
EN050,Choose the correct question form:,ENGLISH,How long you have lived here?,How long have you lived here?,How long did you lived here?,How long you lived here?,B,1.0,0.25,-0.4382549309311555,Medium
EN051,Choose the correct form: The letter ____ yesterday.,ENGLISH,is sent,was sent,has sent,sent,B,1.0,0.25,-1.0986122886681098,Easy
EN052,Choose the correct word: He answered the question ____.,ENGLISH,polite,politely,politeness,politer,B,1.0,0.25,-1.01160091167848,Easy
EN053,Choose the correct sentence:,ENGLISH,She enjoys to read novels.,She enjoys reading novels.,She enjoy reading novels.,She enjoying novels.,B,1.0,0.25,0.051293294387550266,Medium
EN054,Choose the correct synonym of (begin):,ENGLISH,Finish,Start,Close,End,B,1.0,0.25,-4.304065093204168,Easy
EN055,"Choose the correct form: If I ____ rich, I would travel.",ENGLISH,am,was,were,will be,C,1.0,0.25,1.3862943611198904,Hard
EN056,Choose the correct antonym of (cheap):,ENGLISH,Low,Expensive,Small,Easy,B,1.0,0.25,-1.927891643552635,Easy
EN057,Choose the correct sentence:,ENGLISH,He accused me of steal.,He accused me to steal.,He accused me of stealing.,He accused stealing me.,C,1.0,0.25,0.0,Medium
EN058,Choose the correct form: She ____ for two hours before he arrived.,ENGLISH,waited,has waited,had been waiting,is waiting,C,1.0,0.25,4.304065093204168,Hard
EN059,Choose the correct word: This problem is too ____ to solve.,ENGLISH,difficulty,difficult,difficultly,more difficult,B,1.0,0.25,-1.5314763709643888,Easy
EN060,"Choose the correct question tag: They finished early, ____?",ENGLISH,did they,didn't they,have they,haven't they,B,1.0,0.25,1.7227665977411035,Hard
EN061,Choose the correct form: The homework ____ by the student.,ENGLISH,is done,was doing,has do,did,A,1.0,0.25,-1.7491998548092587,Easy
EN062,Choose the correct word: She spoke very ____ during the meeting.,ENGLISH,clear,clearly,clearness,cleared,B,1.0,0.25,1.3862943611198904,Hard
EN063,Choose the correct sentence:,ENGLISH,He said that he is tired.,He said that he was tired.,He said that he tired.,He said that was tired.,B,1.0,0.25,0.0,Medium
EN064,Choose the correct synonym of (important):,ENGLISH,Useless,Necessary,Weak,Minor,B,1.0,0.25,-0.6931471805599453,Medium
EN065,Choose the correct form: This is the boy ____ won the prize.,ENGLISH,which,whom,who,whose,C,1.0,0.25,-0.8109302162163291,Medium
EN066,Choose the correct antonym of (safe):,ENGLISH,Secure,Dangerous,Protected,Careful,B,1.0,0.25,-1.6094379124341003,Easy
EN067,Choose the correct sentence:,ENGLISH,She asked me where was I going.,She asked me where I was going.,She asked me where am I going.,She asked me where I going.,B,1.0,0.25,-0.4382549309311555,Medium
EN068,Choose the correct form: He ____ living here since 2015.,ENGLISH,is,has been,was,had been,B,1.0,0.25,0.4989911661189879,Medium
EN069,Choose the correct word: This solution is very ____.,ENGLISH,use,useful,uselessly,using,B,1.0,0.25,-1.6094379124341003,Easy
EN070,"Choose the correct question tag: He can't drive, ____?",ENGLISH,can he,can't he,does he,doesn't he,A,1.0,0.25,-0.6931471805599453,Medium
EN071,"Choose the correct form: If he ____ harder, he would succeed.",ENGLISH,works,worked,will work,is working,B,1.0,0.25,-1.2527629684953683,Easy
EN072,Choose the correct word: She was ____ about the result.,ENGLISH,anxiety,anxious,anxiously,anxieties,B,1.0,0.25,-1.7491998548092587,Easy
EN073,Choose the correct sentence:,ENGLISH,Neither of them are ready.,Neither of them is ready.,Neither of them were ready.,Neither of them be ready.,B,1.0,0.25,-0.22314355131420957,Medium
EN074,Choose the correct synonym of (allow):,ENGLISH,Permit,Refuse,Prevent,Deny,A,1.0,0.25,0.5212969236332861,Medium
EN075,Choose the correct form: The car needs ____.,ENGLISH,repair,to repair,repairing,repaired,C,1.0,0.25,0.6931471805599453,Medium
EN076,Choose the correct antonym of (strong):,ENGLISH,Powerful,Weak,Solid,Hard,B,1.0,0.25,-1.9810014688665831,Easy
EN077,Choose the correct sentence:,ENGLISH,She suggested to go out.,She suggested going out.,She suggested go out.,She suggested that going out.,B,1.0,0.25,2.079441541679836,Hard
EN078,Choose the correct form: I look forward to ____ you.,ENGLISH,see,seeing,seen,saw,B,1.0,0.25,0.0,Medium
EN079,Choose the correct word: This is the ____ answer.,ENGLISH,correct,correctly,correction,correctness,A,1.0,0.25,-1.7491998548092587,Easy
EN080,"Choose the correct question tag: Nobody called, ____?",ENGLISH,did they,didn't they,did he,didn't he,A,1.0,0.25,1.519825753744413,Hard
EN081,Choose the correct form: He behaves ____ than his brother.,ENGLISH,polite,more polite,most polite,politely,B,1.0,0.25,0.07410797215372163,Medium
EN082,Choose the correct word: I couldn't ____ what he said.,ENGLISH,hear,listen,sound,noise,A,1.0,0.25,-0.03509131981126994,Medium
EN083,Choose the correct sentence:,ENGLISH,She has been living here since five years.,She has been living here for five years.,She lived here since five years.,She is living here since five years.,B,1.0,0.25,0.3746934494414106,Medium
EN084,Choose the correct synonym of (repair):,ENGLISH,Fix,Break,Damage,Destroy,A,1.0,0.25,-1.2527629684953683,Easy
EN085,Choose the correct form: The match was cancelled ____ the rain.,ENGLISH,because,because of,although,despite,B,1.0,0.25,0.6931471805599453,Medium
EN086,Choose the correct antonym of (early):,ENGLISH,Soon,Fast,Late,Quick,C,1.0,0.25,-0.8649974374866046,Medium
EN087,Choose the correct sentence:,ENGLISH,He warned me not touch the wire.,He warned me not to touch the wire.,He warned me to not touch the wire.,He warned me don't touch the wire.,B,1.0,0.25,0.8556661100577204,Medium
EN088,"Choose the correct form: By the time we arrived, they ____.",ENGLISH,left,had left,have left,were leaving,B,1.0,0.25,-0.22314355131420957,Medium
EN089,Choose the correct word: This explanation is very ____.,ENGLISH,clarity,clear,clearly,cleared,B,1.0,0.25,-0.6931471805599453,Medium
EN090,"Choose the correct question tag: Let's start now, ____?",ENGLISH,shall we,will we,do we,don't we,A,1.0,0.25,-0.22314355131420957,Medium
MA001,إذا كان 2x + 5 = 13 فإن قيمة x تساوي:,MATH,2,3,4,5,B,1.0,0.25,4.304065093204168,Hard
MA002,إذا كان x² = 16 فإن قيمة x تساوي:,MATH,2,4,±4,8,C,1.0,0.25,0.07410797215372163,Medium
MA003,إذا كانت النسبة بين عددين 3 : 5 ومجموعهما 40 فإن العدد الأكبر يساوي:,MATH,15,20,25,30,C,1.0,0.25,-0.22314355131420957,Medium
MA004,إذا كان (x − 2)(x + 3) = 0 فإن قيم x هي:,MATH,2 فقط,−3 فقط,2 أو −3,5,C,1.0,0.25,-2.1690537003695236,Easy
MA005,ناتج 3² + 4² يساوي:,MATH,7,25,49,14,B,1.0,0.25,-4.304065093204168,Easy
MA006,إذا كان محيط مربع يساوي 20 سم فإن طول ضلعه يساوي:,MATH,4,5,6,10,B,1.0,0.25,-2.1690537003695236,Easy
MA007,مجموع زوايا المثلث يساوي:,MATH,90°,180°,270°,360°,B,1.0,0.25,-4.304065093204168,Easy
MA008,إذا كان المتوسط الحسابي لعددين هو 10 ومجموعهما 20 فإن العددين هما:,MATH,5 و 15,8 و 12,10 و 10,6 و 14,C,1.0,0.25,4.304065093204168,Hard
MA009,ناتج 5! يساوي:,MATH,20,60,120,24,C,1.0,0.25,0.8556661100577204,Medium
MA010,إذا كان نصف قطر الدائرة 7 سم فإن قطرها يساوي:,MATH,7,14,21,28,B,1.0,0.25,-2.0794415416798353,Easy
MA011,إذا كان مجموع زاويتين متكاملتين يساوي 180° وكانت إحداهما 70° فإن الأخرى تساوي:,MATH,110°,90°,70°,100°,A,1.0,0.25,-0.916290731874155,Medium
MA012,ناتج 6 × (4 + 2) يساوي:,MATH,24,36,48,12,B,1.0,0.25,-4.304065093204168,Easy
MA013,إذا كان طول المستطيل 8 سم وعرضه 5 سم فإن مساحته تساوي:,MATH,26,40,13,80,B,1.0,0.25,-2.3978952727983707,Easy
MA014,إذا كانت قيمة 3x = 21 فإن x يساوي:,MATH,6,7,9,3,B,1.0,0.25,-1.3545456628053103,Easy
MA015,عدد القواسم الموجبة للعدد 12 يساوي:,MATH,4,5,6,8,C,1.0,0.25,0.9343092373768331,Medium
MA016,إذا كان محيط الدائرة = 2πr ونصف القطر 7 سم فإن المحيط يساوي:,MATH,14π,21π,28π,49π,C,1.0,0.25,4.304065093204168,Hard
MA017,إذا كانت الزاويتان المتقابلتان بالرأس إحداهما 45° فإن الأخرى تساوي:,MATH,45°,90°,135°,180°,A,1.0,0.25,-0.6931471805599453,Medium
MA018,إذا كان مجموع عددين زوجيين يساوي 18 فإن أحد الاحتمالات هو:,MATH,7 و 11,8 و 10,5 و 13,9 و 9,B,1.0,0.25,-2.1690537003695236,Easy
MA019,قيمة √81 تساوي:,MATH,8,9,18,27,B,1.0,0.25,-2.3272777055844176,Easy
MA020,إذا كانت س = 2 فإن قيمة 2س² + 3 تساوي:,MATH,7,11,13,15,B,1.0,0.25,-1.01160091167848,Easy
MA021,إذا كان مجموع زوايا الشكل الرباعي يساوي:,MATH,180°,270°,360°,540°,C,1.0,0.25,-0.48550781578170094,Medium
MA022,ناتج 9 ÷ 3 × 2 يساوي:,MATH,1,6,12,18,B,1.0,0.25,-4.304065093204168,Easy
MA023,إذا كان طول القطر في مربع يساوي 10√2 سم فإن طول ضلعه يساوي:,MATH,5,10,10√2,20,B,1.0,0.25,2.639057329615259,Hard
MA024,إذا كانت النسبة بين أعمار شخصين 4 : 5 ومجموعهما 36 فإن عمر الأكبر يساوي:,MATH,16,18,20,24,C,1.0,0.25,-0.4382549309311555,Medium
MA025,قيمة 2³ × 2² تساوي:,MATH,16,32,64,128,B,1.0,0.25,-1.2527629684953683,Easy
MA026,إذا كان قياس الزاوية الخارجية للمثلث 120° فإن مجموع الزاويتين الداخليتين البعيدتين يساوي:,MATH,60°,120°,180°,240°,B,1.0,0.25,0.051293294387550266,Medium
MA027,عدد الأعداد الأولية بين 1 و 10 يساوي:,MATH,2,3,4,5,C,1.0,0.25,0.6931471805599453,Medium
MA028,إذا كان المتوسط الحسابي لخمسة أعداد يساوي 6 فإن مجموعها يساوي:,MATH,11,30,36,60,B,1.0,0.25,-0.22314355131420957,Medium
MA029,إذا كانت س ص = 24 وس = 4 فإن ص تساوي:,MATH,4,6,8,12,B,1.0,0.25,-1.2527629684953683,Easy
MA030,قيمة 7² − 3² تساوي:,MATH,16,28,40,49,B,1.0,0.25,4.304065093204168,Hard
MA031,إذا كان محيط المستطيل 36 سم وطوله 10 سم فإن عرضه يساوي:,MATH,8,6,5,4,B,1.0,0.25,4.304065093204168,Hard
MA032,ناتج (−3) × (−4) يساوي:,MATH,−12,12,−7,7,B,1.0,0.25,-0.8649974374866046,Medium
MA033,إذا كانت س + ص = 12 وس − ص = 4 فإن س تساوي:,MATH,4,6,8,10,C,1.0,0.25,-0.3364722366212129,Medium
MA034,قيمة 25% من 200 تساوي:,MATH,25,40,50,75,C,1.0,0.25,-4.304065093204168,Easy
MA035,إذا كان حجم المكعب 27 سم³ فإن طول حرفه يساوي:,MATH,3,6,9,27,A,1.0,0.25,-1.446918982936325,Easy
MA036,عدد الأعداد الصحيحة بين −3 و 3 يساوي:,MATH,3,4,5,6,C,1.0,0.25,0.8754687373538999,Medium
MA037,إذا كان قياس الزاوية الحادة في مثلث قائم 30° فإن الزاوية الأخرى تساوي:,MATH,30°,45°,60°,90°,C,1.0,0.25,-4.304065093204168,Easy
MA038,إذا كانت مساحة الدائرة 49π سم² فإن نصف قطرها يساوي:,MATH,7,14,21,49,A,1.0,0.25,0.287682072451781,Medium
MA039,إذا كان احتمال حدوث حدث = 1 فإن الحدث يكون:,MATH,مستحيل,ممكن,مؤكد,غير محدد,C,1.0,0.25,-0.22314355131420957,Medium
MA040,ناتج 1 + 3 + 5 + 7 يساوي:,MATH,14,15,16,17,C,1.0,0.25,-2.3272777055844176,Easy
MA041,إذا كان مجموع عددين فرديين يساوي 20 فإن أحد الاحتمالات هو:,MATH,9 و 11,8 و 12,7 و 13,10 و 10,A,1.0,0.25,1.0986122886681098,Hard
MA042,قيمة √49 + √16 تساوي:,MATH,9,11,13,15,B,1.0,0.25,-0.5947071077466924,Medium
MA043,إذا كان س² = 25 فإن قيمة س الموجبة تساوي:,MATH,−5,0,5,25,C,1.0,0.25,-1.3545456628053103,Easy
MA044,إذا كانت مساحة المثلث = 24 سم² وطول القاعدة 8 سم فإن الارتفاع يساوي:,MATH,3,4,6,8,C,1.0,0.25,0.6931471805599453,Medium
MA045,ناتج 10% من 150 يساوي:,MATH,10,15,20,25,B,1.0,0.25,-0.6931471805599453,Medium
MA046,إذا كان قياس الزاوية المستقيمة يساوي:,MATH,90°,120°,180°,360°,C,1.0,0.25,-0.5596157879354228,Medium
MA047,عدد مضاعفات العدد 3 بين 1 و 20 يساوي:,MATH,5,6,7,8,C,1.0,0.25,4.304065093204168,Hard
MA048,إذا كان المتوسط الحسابي لثلاثة أعداد 12 فإن مجموعها يساوي:,MATH,24,30,36,48,C,1.0,0.25,0.43078291609245445,Medium
MA049,إذا كانت س:ص = 2:3 وكان س = 8 فإن ص تساوي:,MATH,10,12,16,24,B,1.0,0.25,0.22314355131420957,Medium
MA050,قيمة 4³ ÷ 4 تساوي:,MATH,4,8,16,64,C,1.0,0.25,1.1631508098056809,Hard
MA051,إذا كان مجموع زوايا المثلث 180° وكانت زاويتان 50° و 60° فإن الثالثة تساوي:,MATH,50°,60°,70°,80°,C,1.0,0.25,-0.916290731874155,Medium
MA052,ناتج 12 ÷ (3 × 2) يساوي:,MATH,1,2,3,4,B,1.0,0.25,-1.6817585740137262,Easy
MA053,إذا كان محيط الدائرة 44 سم فإن نصف قطرها يساوي (π=22/7):,MATH,7,14,21,28,A,1.0,0.25,0.4989911661189879,Medium
MA054,قيمة 3(2س − 1) عندما س = 2 تساوي:,MATH,6,9,10,12,B,1.0,0.25,-0.48550781578170094,Medium
MA055,عدد القواسم الموجبة للعدد 18 يساوي:,MATH,4,5,6,9,C,1.0,0.25,1.791759469228055,Hard
MA056,إذا كان طول ضلع المربع 6 سم فإن مساحته تساوي:,MATH,12,18,24,36,D,1.0,0.25,-1.139434283188365,Easy
MA057,إذا كان احتمال حدث ما = 0 فإن الحدث يكون:,MATH,مؤكد,ممكن,مستحيل,غير محدد,C,1.0,0.25,-1.139434283188365,Easy
MA058,ناتج (5 − 3)² يساوي:,MATH,4,8,16,25,A,1.0,0.25,-0.48550781578170094,Medium
MA059,إذا كانت س − 4 = 9 فإن س تساوي:,MATH,5,9,13,15,C,1.0,0.25,-2.0794415416798353,Easy
MA060,قيمة 20% من 250 تساوي:,MATH,25,40,50,75,C,1.0,0.25,-0.3629054936893683,Medium
MA061,إذا كان مجموع عددين يساوي 18 والفرق بينهما 4 فإن العدد الأكبر يساوي:,MATH,7,9,11,13,C,1.0,0.25,-0.6931471805599453,Medium
MA062,قيمة √100 − √36 تساوي:,MATH,2,4,6,8,B,1.0,0.25,-1.2527629684953683,Easy
MA063,إذا كانت س/4 = 5 فإن س تساوي:,MATH,9,15,20,25,C,1.0,0.25,-1.446918982936325,Easy
MA064,إذا كان قياس الزاوية المنفرجة أكبر من:,MATH,90°,180°,45°,360°,A,1.0,0.25,2.079441541679836,Hard
MA065,ناتج 2⁴ + 2³ يساوي:,MATH,16,20,24,32,C,1.0,0.25,-0.6931471805599453,Medium
MA066,إذا كان طول قاعدة المثلث 10 سم وارتفاعه 6 سم فإن مساحته تساوي:,MATH,30,60,16,120,A,1.0,0.25,-0.5306282510621704,Medium
MA067,عدد الأعداد الصحيحة الموجبة الأقل من 5 يساوي:,MATH,2,3,4,5,B,1.0,0.25,4.304065093204168,Hard
MA068,إذا كان المتوسط الحسابي لعددين متتاليين يساوي 9 فإن العددين هما:,MATH,8 و 9,9 و 10,7 و 11,8 و 10,B,1.0,0.25,4.304065093204168,Hard
MA069,إذا كانت س² − 9 = 0 فإن قيمة س الموجبة تساوي:,MATH,3,−3,9,0,A,1.0,0.25,-4.304065093204168,Easy
MA070,قيمة 6² ÷ 3 تساوي:,MATH,6,12,18,36,B,1.0,0.25,-2.3272777055844176,Easy
MA071,إذا كان 3س = 27 فإن قيمة س تساوي:,MATH,6,7,8,9,D,1.0,0.25,0.13353139262452277,Medium
MA072,ناتج √64 + 2² يساوي:,MATH,10,12,14,16,B,1.0,0.25,0.0,Medium
MA073,إذا كان قياس الزاوية القائمة 90° فإن نصفها يساوي:,MATH,30°,45°,60°,90°,B,1.0,0.25,-1.139434283188365,Easy
MA074,إذا كانت مساحة المستطيل 48 سم² وطول أحد ضلعيه 6 سم فإن الضلع الآخر يساوي:,MATH,6,8,10,12,B,1.0,0.25,-0.6151856390902332,Medium
MA075,قيمة 15% من 200 تساوي:,MATH,20,25,30,35,C,1.0,0.25,-0.3629054936893683,Medium
MA076,عدد الأعداد الأولية الأقل من 10 يساوي:,MATH,2,3,4,5,C,1.0,0.25,0.6931471805599453,Medium
MA077,إذا كان س + 5 = 12 فإن قيمة س تساوي:,MATH,5,6,7,8,C,1.0,0.25,-4.304065093204168,Easy
MA078,ناتج (4² − 2²) يساوي:,MATH,8,10,12,16,A,1.0,0.25,4.304065093204168,Hard
MA079,إذا كان احتمال نجاح طالب = 0.7 فإن احتمال رسوبه يساوي:,MATH,0.3,0.7,1,0,A,1.0,0.25,-1.446918982936325,Easy
MA080,قيمة 9² ÷ 3 تساوي:,MATH,9,18,27,81,B,1.0,0.25,4.304065093204168,Hard
MA081,إذا كان مجموع عددين متتاليين يساوي 41 فإن العدد الأكبر يساوي:,MATH,20,21,22,23,B,1.0,0.25,-0.4054651081081641,Medium
MA082,قيمة √121 − √25 تساوي:,MATH,6,8,10,12,C,1.0,0.25,4.304065093204168,Hard
MA083,إذا كانت س : ص = 5 : 2 وكان ص = 6 فإن س تساوي:,MATH,10,12,15,20,C,1.0,0.25,-0.5947071077466924,Medium
MA084,إذا كان قياس الزاوية الحادة أقل من:,MATH,45°,90°,180°,360°,B,1.0,0.25,-1.0986122886681098,Easy
MA085,ناتج 2³ × 3 يساوي:,MATH,12,18,24,36,A,1.0,0.25,4.304065093204168,Hard
MA086,إذا كان طول ضلع المربع 9 سم فإن محيطه يساوي:,MATH,27,36,45,81,B,1.0,0.25,-1.6817585740137262,Easy
MA087,عدد الأعداد الصحيحة السالبة الأكبر من −5 يساوي:,MATH,2,3,4,5,B,1.0,0.25,4.304065093204168,Hard
MA088,إذا كان المتوسط الحسابي لخمسة أعداد متتالية يساوي 10 فإن العدد الأوسط يساوي:,MATH,8,9,10,11,C,1.0,0.25,0.24686007793152565,Medium
MA089,إذا كانت س² = 49 فإن قيمة س الموجبة تساوي:,MATH,5,6,7,9,C,1.0,0.25,-1.446918982936325,Easy
MA090,قيمة 100% من 75 تساوي:,MATH,75,100,50,25,A,1.0,0.25,-0.5596157879354228,Medium
IQ001,ما العدد التالي في المتتابعة: 2، 4، 8، 16، ؟,IQ,18,24,32,34,C,1.0,0.25,0.0,Medium
IQ002,ما العدد الناقص: 1، 4، 9، 16، ؟,IQ,20,24,25,36,C,1.0,0.25,-2.0794415416798353,Easy
IQ003,إذا كان أحمد أطول من محمد، ومحمد أطول من علي، فمن الأقصر؟,IQ,أحمد,محمد,علي,لا يمكن التحديد,C,1.0,0.25,-4.304065093204168,Easy
IQ004,ما الشكل المختلف؟ مربع – مستطيل – مثلث – متوازي أضلاع,IQ,مربع,مستطيل,مثلث,متوازي أضلاع,C,1.0,0.25,-1.9810014688665831,Easy
